# Time-averaged data for fix mydat
# TimeStep v_mtmp v_mden v_mpre
4000 487.085 0.0155314 7.33465
8000 300.535 0.0155314 8.64301
12000 300.415 0.0155314 8.53568
16000 300.564 0.0155314 8.11228
20000 302.324 0.0155314 8.77646
24000 300.06 0.0155314 7.92034
28000 301.977 0.0155314 8.15793
32000 300.324 0.0155314 8.37978
36000 299.496 0.0155314 8.1733
40000 299.865 0.0155314 8.49747
44000 298.862 0.0155314 8.01868
48000 300.915 0.0155314 8.01826
52000 300.853 0.0155314 8.0434
56000 300.499 0.0155314 8.37061
60000 299.62 0.0155314 8.01821
64000 299.773 0.0155314 7.84861
68000 299.509 0.0155314 8.00244
72000 299.581 0.0155314 7.83176
76000 302.495 0.0155314 8.21104
80000 300.532 0.0155314 7.80681
84000 299.096 0.0155314 7.94863
88000 300.228 0.0155314 8.13653
92000 299.044 0.0155314 7.77152
96000 299.778 0.0155314 7.93344
100000 300.523 0.0155314 7.99182
104000 302.034 0.0155314 7.79095
108000 299.707 0.0155314 8.06664
112000 301.427 0.0155314 7.68507
116000 299.792 0.0155314 7.80699
120000 299.672 0.0155314 7.59646
124000 300.042 0.0155314 7.62555
128000 300.448 0.0155314 8.18364
132000 300.33 0.0155314 7.69505
136000 299.679 0.0155314 7.91752
140000 301.453 0.0155314 7.72789
144000 301.085 0.0155314 8.32042
148000 298.917 0.0155314 7.68352
152000 299.995 0.0155314 7.51962
156000 299.76 0.0155314 7.8633
160000 300.588 0.0155314 7.79322
164000 300.034 0.0155314 7.78468
168000 299.6 0.0155314 7.78762
172000 298.746 0.0155314 7.52772
176000 300.991 0.0155314 7.92611
180000 300.2 0.0155314 7.81584
184000 301.712 0.0155314 7.53893
188000 300.518 0.0155314 7.73077
192000 298.539 0.0155314 7.6638
196000 299.96 0.0155314 7.91976
200000 299.679 0.0155314 7.83167
204000 300.732 0.0155314 7.62963
208000 300.612 0.0155314 7.88715
212000 302 0.0155314 8.0187
216000 301.141 0.0155314 7.95291
220000 300.741 0.0155314 7.89884
224000 299.745 0.0155314 7.96858
228000 300.613 0.0155314 7.77485
232000 300.575 0.0155314 8.00979
236000 299.285 0.0155314 7.91301
240000 301.574 0.0155314 8.09789
244000 301.019 0.0155314 8.2026
248000 300.14 0.0155314 7.82908
252000 299.527 0.0155314 8.04668
256000 302.022 0.0155314 8.06277
260000 299.448 0.0155314 8.18384
264000 300.335 0.0155314 7.76361
268000 301.005 0.0155314 8.02334
272000 301.39 0.0155314 8.20762
276000 301.719 0.0155314 8.01802
280000 301.316 0.0155314 8.00631
284000 301.254 0.0155314 8.10031
288000 299.506 0.0155314 8.10315
292000 300.268 0.0155314 8.16724
296000 299.329 0.0155314 8.14997
300000 300.992 0.0155314 8.21181
304000 300.232 0.0155314 8.25872
308000 303.054 0.0155314 8.17402
312000 298.825 0.0155314 8.10589
316000 298.862 0.0155314 8.31335
320000 299.888 0.0155314 8.12263
324000 301.32 0.0155314 8.29577
328000 300.369 0.0155314 8.10722
332000 300.703 0.0155314 8.25844
336000 300.937 0.0155314 8.07806
340000 300.022 0.0155314 8.15948
344000 301.399 0.0155314 8.31525
348000 299.77 0.0155314 7.915
352000 301.891 0.0155314 8.20108
356000 301.436 0.0155314 7.82369
360000 300.765 0.0155314 8.32319
364000 299.558 0.0155314 8.15811
368000 298.691 0.0155314 8.11747
372000 300.995 0.0155314 8.22787
376000 301.008 0.0155314 8.24957
380000 298.521 0.0155314 8.20524
384000 300.698 0.0155314 8.11742
388000 300.674 0.0155314 8.14853
392000 300.003 0.0155314 8.2215
396000 300.31 0.0155314 8.18709
400000 301.823 0.0155314 8.23416
404000 301.423 0.0155314 8.14536
408000 301.772 0.0155314 8.23356
412000 301.105 0.0155314 8.04932
416000 300.471 0.0155314 8.21101
420000 300.538 0.0155314 8.05793
424000 299.745 0.0155314 8.27145
428000 298.841 0.0155314 8.18639
432000 301.919 0.0155314 8.40389
436000 300.357 0.0155314 8.09225
440000 299.051 0.0155314 8.04969
444000 301.023 0.0155314 8.3404
448000 300.646 0.0155314 8.06834
452000 299.358 0.0155314 8.19455
456000 300.168 0.0155314 8.27735
460000 300.506 0.0155314 8.27481
464000 302.268 0.0155314 8.41362
468000 297.599 0.0155314 8.16924
472000 299.004 0.0155314 8.42461
476000 300.931 0.0155314 8.3239
480000 300.878 0.0155314 8.53926
484000 299.731 0.0155314 8.17972
488000 300.542 0.0155314 8.41677
492000 300.416 0.0155314 8.31051
496000 301.705 0.0155314 8.42613
500000 299.558 0.0155314 8.41518
504000 300.825 0.0155314 8.35373
508000 299.456 0.0155314 8.44972
512000 299.998 0.0155314 8.42704
516000 299.367 0.0155314 8.22571
520000 301.212 0.0155314 8.36571
524000 300.403 0.0155314 8.43192
528000 298.783 0.0155314 8.46823
532000 298.217 0.0155314 8.52605
536000 299.476 0.0155314 8.26082
540000 301.894 0.0155314 8.40235
544000 300.548 0.0155314 8.37256
548000 300.845 0.0155314 8.36118
552000 300.909 0.0155314 8.4555
556000 298.92 0.0155314 8.40828
560000 298.95 0.0155314 8.17084
564000 301.873 0.0155314 8.55063
568000 298.946 0.0155314 8.35311
572000 301.28 0.0155314 8.37032
576000 301.059 0.0155314 8.36936
580000 300.908 0.0155314 8.19022
584000 302.464 0.0155314 8.14162
