# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 7.9457 0.0419
302000.0000 8163.3388 8.0909 0.0221
502000.0000 8163.3259 8.3085 0.0190
702000.0000 8163.3832 8.3713 0.0181
902000.0000 8163.3309 8.4120 0.0189
1102000.0000 8163.4003 8.3840 0.0187
1302000.0000 8163.2316 8.3827 0.0177
1502000.0000 8163.3386 8.3230 0.0220
1702000.0000 8163.4132 8.3928 0.0177
1902000.0000 8163.6608 8.3943 0.0172
2102000.0000 8162.8482 8.3832 0.0181
2302000.0000 8163.0308 8.3965 0.0224
2502000.0000 8163.3863 8.3924 0.0205
2702000.0000 8163.5038 8.3960 0.0169
2902000.0000 8163.3833 8.3515 0.0213
3102000.0000 8163.0247 8.3879 0.0220
3302000.0000 8164.0723 8.3787 0.0206
3502000.0000 8162.4156 8.3783 0.0216
3702000.0000 8162.9871 8.3548 0.0179
3902000.0000 8164.1426 8.4090 0.0187
