# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 17.6779 0.1536
302000.0000 8163.3388 18.6254 0.0554
502000.0000 8163.3259 18.7407 0.0491
702000.0000 8163.3832 18.7764 0.0485
902000.0000 8163.3309 18.6957 0.0433
1102000.0000 8163.4003 18.8226 0.0653
1302000.0000 8163.2316 18.7252 0.0523
1502000.0000 8163.3386 18.8246 0.0444
1702000.0000 8163.4132 18.8292 0.0504
1902000.0000 8163.6608 18.7320 0.0558
2102000.0000 8162.8482 18.7290 0.0561
2302000.0000 8163.0308 18.6547 0.0477
2502000.0000 8163.3863 18.7130 0.0444
2702000.0000 8163.5038 18.6834 0.0443
2902000.0000 8163.3833 18.8372 0.0521
3102000.0000 8163.0247 18.6836 0.0479
3302000.0000 8164.0723 18.7315 0.0545
3502000.0000 8162.4156 18.8615 0.0510
3702000.0000 8162.9871 18.7574 0.0495
3902000.0000 8164.1426 18.7129 0.0516
