# Time-averaged data for fix mydat
# TimeStep v_mtmp v_mden v_mpre
4000 455.34 0.0376582 24.1526
8000 299.504 0.0376582 19.7404
12000 300.024 0.0376582 20.1076
16000 299.501 0.0376582 18.2053
20000 300.339 0.0376582 19.165
24000 300.631 0.0376582 17.757
28000 300.868 0.0376582 18.459
32000 300.507 0.0376582 18.4257
36000 300.186 0.0376582 18.2767
40000 300.703 0.0376582 17.8937
44000 300.483 0.0376582 19.1436
48000 298.794 0.0376582 18.0535
52000 300.432 0.0376582 18.8152
56000 301.262 0.0376582 17.2673
60000 298.26 0.0376582 17.9698
64000 300.774 0.0376582 17.4482
68000 300.307 0.0376582 18.1083
72000 300.261 0.0376582 17.8554
76000 299.844 0.0376582 17.3282
80000 299.276 0.0376582 17.3029
84000 302.507 0.0376582 18.1374
88000 296.89 0.0376582 18.1518
92000 301.051 0.0376582 17.2565
96000 300.053 0.0376582 18.2087
100000 299.47 0.0376582 17.8124
104000 301.382 0.0376582 18.2156
108000 299.423 0.0376582 17.0639
112000 300.844 0.0376582 18.0517
116000 298.769 0.0376582 18.8153
120000 300.618 0.0376582 17.6797
124000 301.071 0.0376582 17.8317
128000 298.752 0.0376582 18.188
132000 301.123 0.0376582 18.7978
136000 299.242 0.0376582 17.9225
140000 298.683 0.0376582 18.9236
144000 300.971 0.0376582 17.5507
148000 301.306 0.0376582 18.8319
152000 299.995 0.0376582 19.0896
156000 301.226 0.0376582 19.0482
160000 300.694 0.0376582 19.1868
164000 300.539 0.0376582 18.5649
168000 300.81 0.0376582 18.8919
172000 301.307 0.0376582 18.7343
176000 301.367 0.0376582 18.9526
180000 300.572 0.0376582 18.8616
184000 301.416 0.0376582 19.361
188000 299.752 0.0376582 19.0324
192000 301.078 0.0376582 18.8059
196000 300.813 0.0376582 19.511
200000 299.527 0.0376582 19.0193
204000 300.083 0.0376582 19.4027
208000 300.329 0.0376582 19.2649
212000 301.4 0.0376582 19.0957
216000 299.604 0.0376582 19.1927
220000 299.413 0.0376582 19.556
224000 301.173 0.0376582 19.1458
228000 301.407 0.0376582 19.0329
232000 299.022 0.0376582 19.7237
236000 300.217 0.0376582 18.8821
