# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 6.6917 0.0252
302000.0000 8163.3388 6.8119 0.0201
502000.0000 8163.3259 6.9437 0.0136
702000.0000 8163.3832 7.0191 0.0132
902000.0000 8163.3309 7.0103 0.0114
1102000.0000 8163.4003 7.0131 0.0164
1302000.0000 8163.2316 6.9849 0.0191
1502000.0000 8163.3386 6.9963 0.0127
1702000.0000 8163.4132 6.9967 0.0160
1902000.0000 8163.6608 7.0087 0.0154
2102000.0000 8162.8482 6.9997 0.0160
2302000.0000 8163.0308 7.0016 0.0149
2502000.0000 8163.3863 7.0092 0.0143
2702000.0000 8163.5038 6.9990 0.0159
2902000.0000 8163.3833 7.0336 0.0166
3102000.0000 8163.0247 6.9878 0.0163
3302000.0000 8164.0723 7.0063 0.0155
3502000.0000 8162.4156 7.0306 0.0117
3702000.0000 8162.9871 7.0249 0.0140
3902000.0000 8164.1426 7.0089 0.0149
