# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 1.9731 0.0140
302000.0000 8163.3388 1.9849 0.0058
502000.0000 8163.3259 1.9879 0.0054
702000.0000 8163.3832 1.9929 0.0074
902000.0000 8163.3309 1.9950 0.0083
1102000.0000 8163.4003 1.9929 0.0035
1302000.0000 8163.2316 1.9870 0.0044
1502000.0000 8163.3386 1.9944 0.0047
1702000.0000 8163.4132 1.9967 0.0039
1902000.0000 8163.6608 1.9969 0.0042
2102000.0000 8162.8482 2.0066 0.0063
2302000.0000 8163.0308 1.9977 0.0043
2502000.0000 8163.3863 2.0015 0.0070
2702000.0000 8163.5038 1.9974 0.0071
2902000.0000 8163.3833 2.0002 0.0062
3102000.0000 8163.0247 1.9947 0.0093
3302000.0000 8164.0723 1.9967 0.0060
3502000.0000 8162.4156 1.9989 0.0049
3702000.0000 8162.9871 2.0039 0.0034
3902000.0000 8164.1426 2.0006 0.0065
