# Time-averaged data for fix agcmcstat
# TimeStep v_wiatt v_wiacc v_wdatt v_wdacc v_nacn v_nmob
285200 35799 0 35501 1 319 339
285600 35848 0 35552 1 319 339
286000 35899 0 35601 1 319 339
286400 35959 0 35641 1 319 339
286800 36006 0 35694 1 319 339
287200 36063 0 35737 1 319 339
287600 36113 0 35787 1 319 339
288000 36161 0 35839 1 319 339
288400 36210 0 35890 1 319 339
288800 36250 0 35950 1 319 339
289200 36308 0 35992 1 319 339
289600 36358 0 36042 1 319 339
290000 36411 0 36089 1 319 339
290400 36455 0 36145 1 319 339
290800 36499 0 36201 1 319 339
291200 36550 0 36250 1 319 339
291600 36606 0 36294 1 319 339
292000 36661 0 36339 1 319 339
292400 36710 0 36390 1 319 339
292800 36763 0 36437 1 319 339
293200 36816 0 36484 1 319 339
293600 36866 0 36534 1 319 339
294000 36921 0 36579 1 319 339
294400 36961 0 36639 1 319 339
294800 37009 0 36691 1 319 339
295200 37053 0 36747 1 319 339
295600 37111 0 36789 1 319 339
296000 37163 0 36837 1 319 339
296400 37216 0 36884 1 319 339
296800 37268 0 36932 1 319 339
297200 37321 0 36979 1 319 339
297600 37374 0 37026 1 319 339
298000 37421 0 37079 1 319 339
298400 37476 0 37124 1 319 339
298800 37529 0 37171 1 319 339
299200 37580 0 37220 1 319 339
299600 37631 0 37269 1 319 339
300000 37678 0 37322 1 319 339
300400 37727 0 37373 1 319 339
300800 37778 0 37422 1 319 339
301200 37825 0 37475 1 319 339
301600 37872 0 37528 1 319 339
302000 37924 0 37576 1 319 339
302400 37972 0 37628 1 319 339
302800 38030 0 37670 1 319 339
303200 38072 0 37728 1 319 339
303600 38126 0 37774 1 319 339
304000 38171 0 37829 1 319 339
304400 38216 0 37884 1 319 339
304800 38261 0 37939 1 319 339
305200 38311 0 37989 1 319 339
305600 38364 0 38036 1 319 339
306000 38411 0 38089 1 319 339
306400 38458 0 38142 1 319 339
306800 38502 0 38198 1 319 339
307200 38548 0 38252 1 319 339
307600 38594 0 38306 1 319 339
308000 38650 0 38350 1 319 339
308400 38708 0 38392 1 319 339
308800 38758 0 38442 1 319 339
309200 38810 0 38490 1 319 339
309600 38864 0 38536 1 319 339
310000 38920 0 38580 1 319 339
