# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 9.4068 0.0464
302000.0000 8163.3388 9.7308 0.0296
502000.0000 8163.3259 9.9774 0.0213
702000.0000 8163.3832 10.0052 0.0251
902000.0000 8163.3309 10.0239 0.0207
1102000.0000 8163.4003 10.0857 0.0169
1302000.0000 8163.2316 9.9887 0.0221
1502000.0000 8163.3386 10.0649 0.0230
1702000.0000 8163.4132 10.0519 0.0232
1902000.0000 8163.6608 10.0202 0.0193
2102000.0000 8162.8482 10.0476 0.0184
2302000.0000 8163.0308 10.0117 0.0194
2502000.0000 8163.3863 10.0104 0.0198
2702000.0000 8163.5038 10.0374 0.0210
2902000.0000 8163.3833 10.0310 0.0181
3102000.0000 8163.0247 10.0475 0.0217
3302000.0000 8164.0723 10.0603 0.0185
3502000.0000 8162.4156 10.0464 0.0204
3702000.0000 8162.9871 10.0409 0.0227
3902000.0000 8164.1426 9.9997 0.0197
