# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 8.5057 0.0366
302000.0000 8163.3388 8.7420 0.0213
502000.0000 8163.3259 8.9550 0.0194
702000.0000 8163.3832 8.9120 0.0167
902000.0000 8163.3309 8.9650 0.0201
1102000.0000 8163.4003 8.9606 0.0161
1302000.0000 8163.2316 8.9503 0.0268
1502000.0000 8163.3386 8.9023 0.0170
1702000.0000 8163.4132 8.9342 0.0220
1902000.0000 8163.6608 8.9892 0.0168
2102000.0000 8162.8482 8.9292 0.0216
2302000.0000 8163.0308 8.9463 0.0187
2502000.0000 8163.3863 8.9352 0.0191
2702000.0000 8163.5038 8.9469 0.0190
2902000.0000 8163.3833 8.9745 0.0177
3102000.0000 8163.0247 8.9564 0.0177
3302000.0000 8164.0723 8.9323 0.0175
3502000.0000 8162.4156 8.9274 0.0172
3702000.0000 8162.9871 8.9268 0.0202
3902000.0000 8164.1426 8.9409 0.0181
