# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 2.8753 0.0375
302000.0000 8163.3388 2.8813 0.0075
502000.0000 8163.3259 2.8780 0.0069
702000.0000 8163.3832 2.9373 0.0089
902000.0000 8163.3309 2.9546 0.0060
1102000.0000 8163.4003 2.9845 0.0053
1302000.0000 8163.2316 2.9870 0.0070
1502000.0000 8163.3386 2.9869 0.0048
1702000.0000 8163.4132 2.9863 0.0065
1902000.0000 8163.6608 2.9914 0.0080
2102000.0000 8162.8482 2.9966 0.0054
2302000.0000 8163.0308 2.9942 0.0051
2502000.0000 8163.3863 2.9877 0.0053
2702000.0000 8163.5038 2.9995 0.0057
2902000.0000 8163.3833 2.9926 0.0051
3102000.0000 8163.0247 3.0039 0.0063
3302000.0000 8164.0723 2.9977 0.0105
3502000.0000 8162.4156 3.0042 0.0055
3702000.0000 8162.9871 2.9947 0.0048
3902000.0000 8164.1426 2.9812 0.0053
