# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 6.7214 0.0340
302000.0000 8163.3388 6.8256 0.0188
502000.0000 8163.3259 7.0594 0.0184
702000.0000 8163.3832 7.0868 0.0139
902000.0000 8163.3309 7.0613 0.0125
1102000.0000 8163.4003 7.0946 0.0138
1302000.0000 8163.2316 7.0824 0.0187
1502000.0000 8163.3386 7.0713 0.0164
1702000.0000 8163.4132 7.0819 0.0143
1902000.0000 8163.6608 7.0643 0.0157
2102000.0000 8162.8482 7.0671 0.0149
2302000.0000 8163.0308 7.0935 0.0116
2502000.0000 8163.3863 7.0901 0.0108
2702000.0000 8163.5038 7.0707 0.0168
2902000.0000 8163.3833 7.0616 0.0142
3102000.0000 8163.0247 7.0909 0.0170
3302000.0000 8164.0723 7.0873 0.0123
3502000.0000 8162.4156 7.0725 0.0127
3702000.0000 8162.9871 7.0830 0.0153
3902000.0000 8164.1426 7.0896 0.0146
