# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 4.8590 0.0383
302000.0000 8163.3388 4.8258 0.0151
502000.0000 8163.3259 4.9581 0.0138
702000.0000 8163.3832 5.0484 0.0151
902000.0000 8163.3309 5.0690 0.0110
1102000.0000 8163.4003 5.0883 0.0108
1302000.0000 8163.2316 5.0769 0.0126
1502000.0000 8163.3386 5.0834 0.0128
1702000.0000 8163.4132 5.0823 0.0108
1902000.0000 8163.6608 5.0852 0.0127
2102000.0000 8162.8482 5.0740 0.0094
2302000.0000 8163.0308 5.0839 0.0107
2502000.0000 8163.3863 5.0652 0.0099
2702000.0000 8163.5038 5.0736 0.0122
2902000.0000 8163.3833 5.0774 0.0118
3102000.0000 8163.0247 5.0532 0.0100
3302000.0000 8164.0723 5.0887 0.0087
3502000.0000 8162.4156 5.0840 0.0102
3702000.0000 8162.9871 5.0804 0.0095
3902000.0000 8164.1426 5.0915 0.0113
