# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 12.4249 0.0522
302000.0000 8163.3388 12.6573 0.0391
502000.0000 8163.3259 12.6953 0.0294
702000.0000 8163.3832 12.6788 0.0311
902000.0000 8163.3309 12.7779 0.0331
1102000.0000 8163.4003 12.6929 0.0288
1302000.0000 8163.2316 12.6968 0.0284
1502000.0000 8163.3386 12.6679 0.0269
1702000.0000 8163.4132 12.6763 0.0302
1902000.0000 8163.6608 12.7524 0.0348
2102000.0000 8162.8482 12.7762 0.0264
2302000.0000 8163.0308 12.6763 0.0337
2502000.0000 8163.3863 12.6788 0.0369
2702000.0000 8163.5038 12.7209 0.0276
2902000.0000 8163.3833 12.7594 0.0271
3102000.0000 8163.0247 12.7313 0.0297
3302000.0000 8164.0723 12.7682 0.0283
3502000.0000 8162.4156 12.7038 0.0277
3702000.0000 8162.9871 12.7135 0.0277
3902000.0000 8164.1426 12.6805 0.0290
