# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 1.0356 0.0029
302000.0000 8163.3388 1.0361 0.0041
502000.0000 8163.3259 1.0354 0.0034
702000.0000 8163.3832 1.0359 0.0036
902000.0000 8163.3309 1.0348 0.0032
1102000.0000 8163.4003 1.0375 0.0025
1302000.0000 8163.2316 1.0345 0.0039
1502000.0000 8163.3386 1.0357 0.0042
1702000.0000 8163.4132 1.0365 0.0029
1902000.0000 8163.6608 1.0376 0.0046
2102000.0000 8162.8482 1.0342 0.0029
2302000.0000 8163.0308 1.0371 0.0033
2502000.0000 8163.3863 1.0364 0.0021
2702000.0000 8163.5038 1.0352 0.0032
2902000.0000 8163.3833 1.0359 0.0035
3102000.0000 8163.0247 1.0351 0.0028
3302000.0000 8164.0723 1.0342 0.0029
3502000.0000 8162.4156 1.0352 0.0020
3702000.0000 8162.9871 1.0349 0.0018
3902000.0000 8164.1426 1.0357 0.0023
