# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 7.6137 0.0320
302000.0000 8163.3388 7.6826 0.0263
502000.0000 8163.3259 7.9807 0.0186
702000.0000 8163.3832 8.0125 0.0250
902000.0000 8163.3309 8.0145 0.0186
1102000.0000 8163.4003 8.0208 0.0141
1302000.0000 8163.2316 8.0370 0.0164
1502000.0000 8163.3386 8.0816 0.0181
1702000.0000 8163.4132 8.0685 0.0224
1902000.0000 8163.6608 8.0640 0.0159
2102000.0000 8162.8482 8.0157 0.0210
2302000.0000 8163.0308 8.0555 0.0207
2502000.0000 8163.3863 8.0378 0.0164
2702000.0000 8163.5038 8.0367 0.0161
2902000.0000 8163.3833 8.0576 0.0144
3102000.0000 8163.0247 8.0215 0.0189
3302000.0000 8164.0723 8.0430 0.0155
3502000.0000 8162.4156 8.0191 0.0226
3702000.0000 8162.9871 8.0219 0.0171
3902000.0000 8164.1426 8.0284 0.0179
