# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 5.9134 0.0200
302000.0000 8163.3388 5.9110 0.0165
502000.0000 8163.3259 5.9997 0.0158
702000.0000 8163.3832 5.9952 0.0135
902000.0000 8163.3309 6.0017 0.0115
1102000.0000 8163.4003 6.0231 0.0104
1302000.0000 8163.2316 6.0569 0.0158
1502000.0000 8163.3386 6.0362 0.0107
1702000.0000 8163.4132 6.0171 0.0124
1902000.0000 8163.6608 6.0441 0.0160
2102000.0000 8162.8482 6.0598 0.0132
2302000.0000 8163.0308 6.0297 0.0128
2502000.0000 8163.3863 6.0170 0.0130
2702000.0000 8163.5038 6.0356 0.0144
2902000.0000 8163.3833 6.0390 0.0138
3102000.0000 8163.0247 6.0265 0.0095
3302000.0000 8164.0723 6.0256 0.0133
3502000.0000 8162.4156 6.0476 0.0203
3702000.0000 8162.9871 6.0509 0.0172
3902000.0000 8164.1426 6.0192 0.0127
