# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 1.9871 0.0132
302000.0000 8163.3388 1.9919 0.0055
502000.0000 8163.3259 1.9980 0.0045
702000.0000 8163.3832 2.0018 0.0055
902000.0000 8163.3309 2.0148 0.0057
1102000.0000 8163.4003 2.0112 0.0049
1302000.0000 8163.2316 2.0129 0.0038
1502000.0000 8163.3386 2.0157 0.0030
1702000.0000 8163.4132 2.0126 0.0045
1902000.0000 8163.6608 2.0112 0.0055
2102000.0000 8162.8482 2.0069 0.0048
2302000.0000 8163.0308 2.0096 0.0035
2502000.0000 8163.3863 2.0124 0.0033
2702000.0000 8163.5038 2.0172 0.0053
2902000.0000 8163.3833 2.0062 0.0044
3102000.0000 8163.0247 2.0147 0.0044
3302000.0000 8164.0723 2.0148 0.0040
3502000.0000 8162.4156 2.0135 0.0053
3702000.0000 8162.9871 2.0136 0.0038
3902000.0000 8164.1426 2.0135 0.0043
