# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 10.5698 0.0874
302000.0000 8163.3388 10.9537 0.0345
502000.0000 8163.3259 11.2606 0.0333
702000.0000 8163.3832 11.3439 0.0175
902000.0000 8163.3309 11.3350 0.0266
1102000.0000 8163.4003 11.3054 0.0233
1302000.0000 8163.2316 11.2495 0.0252
1502000.0000 8163.3386 11.3168 0.0251
1702000.0000 8163.4132 11.2867 0.0274
1902000.0000 8163.6608 11.2574 0.0288
2102000.0000 8162.8482 11.2809 0.0229
2302000.0000 8163.0308 11.2749 0.0267
2502000.0000 8163.3863 11.2685 0.0305
2702000.0000 8163.5038 11.3191 0.0251
2902000.0000 8163.3833 11.2942 0.0219
3102000.0000 8163.0247 11.3088 0.0260
3302000.0000 8164.0723 11.2885 0.0219
3502000.0000 8162.4156 11.2506 0.0241
3702000.0000 8162.9871 11.3019 0.0244
3902000.0000 8164.1426 11.2552 0.0324
