# file: statistics.dat size:50 shift:50 clmns:0 3 
102000.0000 8163.3337 13.9159 0.0666
302000.0000 8163.3388 14.3355 0.0361
502000.0000 8163.3259 14.4395 0.0397
702000.0000 8163.3832 14.3072 0.0362
902000.0000 8163.3309 14.4032 0.0371
1102000.0000 8163.4003 14.3823 0.0310
1302000.0000 8163.2316 14.4594 0.0350
1502000.0000 8163.3386 14.3629 0.0298
1702000.0000 8163.4132 14.4055 0.0279
1902000.0000 8163.6608 14.3904 0.0387
2102000.0000 8162.8482 14.3288 0.0372
2302000.0000 8163.0308 14.3366 0.0303
2502000.0000 8163.3863 14.4026 0.0359
2702000.0000 8163.5038 14.3461 0.0316
2902000.0000 8163.3833 14.3604 0.0283
3102000.0000 8163.0247 14.4164 0.0267
3302000.0000 8164.0723 14.4088 0.0382
3502000.0000 8162.4156 14.4847 0.0298
3702000.0000 8162.9871 14.3953 0.0368
3902000.0000 8164.1426 14.4201 0.0372
